"ANNUAL_REPORT_YEAR","WDID","REGION","REG_MEAS_STATUS","LAST_UPDATED_ON","SSS_CATEGORY","POP_SERVED","X._ENTRY_STAFF","X._JOURNEY_STAFF","X._SUPERVISORY_STAFF","X._MANAGERIAL_STAFF","X._CERTIFIED_GRADE_I","X._CERTIFIED_GRADE_II","X._CERTIFIED_GRADE_III","X._CERTIFIED_GRADE_IV","X._CERTIFIED_GRADE_V","X._CERTIFIED_CSUS","OTHER_CERTIFICATIONS","MILES_FORCED_MAINS","MILES_GRAVITY_SEWERS","X.6IN_OR_LESS_GRAVITY_MAIN","X.8IN_GRAVITY_MAIN","X.9.18IN_GRAVITY_MAIN","X.19.36IN_GRAVITY_MAIN","X.36IN_GREATER_GRAVITY_MAIN","X.UNK_DIAM_GRAVITY_MAIN","X.TOT_GRAVITY_MAIN","X.6IN_OR_LESS_FORCE_MAIN","X.8IN_FORCE_MAIN","X.9.18IN_FORCE_MAIN","X.19.36IN_FORCE_MAIN","X.36IN_GREATER_FORCE_MAIN","X.UNK_FORCE_MAIN","X.TOT_FORCE_MAIN","X._CONNECTED_LATERALS","X._LATERALS_OWNED_OPERATED","PORTIONS_LATERAL_RESPONSIBLE","MILES_LATERAL_RESPONSIBLE","X.GRAVITY_MAIN_2020.PRESENT","X.GRAVITY_MAIN_2000.2019","X.GRAVITY_MAIN_1980.1999","X.GRAVITY_MAIN_1960.1979","X.GRAVITY_MAIN_1940.1959","X.GRAVITY_MAIN_1920.1939","X.GRAVITY_MAIN_1900.1919","X.GRAVITY_MAIN_BEFORE_1900","X.GRAVITY_MAIN_UNKNOWN_AGE","X.GRAVITY_MAIN_TOTAL","X.PUMP_75000_GAL.DAY_OR_OVER_2020.PRESENT","X.PUMP_75000_GAL.DAY_OR_OVER_2000.2019","X.PUMP_75000_GAL.DAY_OR_OVER_1980.1999","X._PUMP_75000_GAL.DAY_OR_OVER_1960.1979","X.PUMP_75000_GAL.DAY_OVER_1940.1959","X.PUMP_75000_GAL.OR_OVER_1920.1939","X.PUMP_75000_GAL.DAY_OR_OVER_1900.1919","X.PUMP_75000_GAL.DAY_OR_OVER_BEFORE_1900","X.PUMP_75000_GAL.DAY_OR_OVER_UNKNOWN_AGE","X.PUMP_75000_GAL.DAY_OR_OVER_TOTAL","X.PUMP_UNDER_75000_GAL.DAY_2020.NOW","X.PUMP_UNDER_75000_GAL.DAY_2000.2019","X.PUMP_UNDER_75000_GAL.DAY_1980.1999","X.PUMP_UNDER_75000_GAL.DAY_UNDER_1960.1979","X.PUMP_UNDER_75000_GAL.DAY_1940.1959","X.PUMP_UNDER_75000_GAL.DAY_1920.1939","X.PUMP_UNDER_75000_GAL.DAY_1900.1919","X.PUMP_UNDER_75000_GAL.DAY_BEFORE_1900","X.PUMP_UNDER_75000_GAL.DAY_UNKNOWN_AGE","X.PUMP_UNDER_75000_GAL.DAY_TOTAL","EST_MILES_NOT_ACCESSIBLE","MILES_CLEANED","MILES_INSPECTED","FIRST_ROW_TREATMENT_PLANT_WDID","FIRST_ROW_NAME_ADDRESS","FIRST_ROW_RELATIONSHIP","SECOND_ROW_TREATMENT_PLANT_WDID","SECOND_ROW_NAME_ADDRESS","SECOND_ROW_RELATIONSHIP","THIRD_ROW_TREATMENT_PLANT_WDID","THIRD_ROW_NAME_ADDRESS","THIRD_ROW_RELATIONSHIP","FOURTH_ROW_TREATMENT_PLANT_WDID","FOURTH_ROW_NAME_ADDRESS","FOURTH_ROW_RELATIONSHIP","SATELLITE_TRIBUTARY_SYSTEMS","FIRST_ROW_TRIBUTARY_SYSTEM_OWNED","FIRST_ROW_TRIBUTARY_SYSTEM_NAME","FIRST_ROW_COLLECTION_SYSTEM_WDID","SECOND_ROW_TRIBUTARY_SYSTEM_OWNED","SECOND_ROW_TRIBUTARY_SYSTEM_NAME","SECOND_ROW_COLLECTION_SYSTEM_WDID","THIRD_ROW_TRIBUTARY_SYSTEM_OWNED","THIRD_ROW_TRIBUTARY_SYSTEM_NAME","THIRD_ROW_COLLECTION_SYSTEM_WDID","FOURTH_ROW_TRIBUTARY_SYSTEM_OWNED","FOURTH_ROW_TRIBUTARY_SYSTEM_NAME","FOURTH_ROW_TREATMENT_PLANT_WDID.1","FIFTH_ROW_TRIBUTARY_SYSTEM_OWNED","FIFTH_ROW_TRIBUTARY_SYSTEM_NAME","FIFTH_ROW_TREATMENT_PLANT_WDID","INFO_ADDITIONAL_TRIBUTARY_SYSTEMS","X.GRAVITY_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X.FORCE_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X._SIPHONS","SYSTEM_PERFORMANCE_EVAL_ATTACHED","SPILL_EMERGENCY_RESPONSE_PLAN_UPDATED","MAJOR_SPILL_CAUSES","SPILL_CAUSES_OTHER_DESC","FAILURE_POINTS","FAILURE_POINTS_OTHER_DESC","ONGOING_SPILL_INVESTIGATIONS","ACTIONS_TAKEN_TO_ADDRESS_DEFICIENCIES","X"
2024,"5SSO11025","5S",616,"25-MAR-25","Municipal(Public)",224,0,3,1,0,1,3,0,0,0,4,"N/A",5,0,100,0,0,0,0,0,100,100,0,0,0,0,0,100,85,0,"None",0,0,10,90,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"5B05NP00005","Pine Grove Community Leachfield System, 12800  Ridge Road, Sutter Creek, CA 95685 ","SSS same agency","","","","","","","","","","N","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N/A",0,1,0,"Y","Y","Debris-General","Customer debris","Force Main","N/A","N/A","N/A",NA
2025,"5SSO11025","5S",616,"30-MAR-26","Municipal(Public)",224,0,3,1,0,1,3,0,0,0,4,"N/A",5,0,100,0,0,0,0,0,100,100,0,0,0,0,0,100,85,0,"None",0,0,10,90,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"5B05NP00005","Pine Grove Community Leachfield System, 12800  Ridge Road, Sutter Creek, CA 95685 ","SSS same agency","","","","","","","","","","N","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N/A",0,1,0,"Y","Y","Debris-General","Customer debris","Force Main","N/A","N/A","N/A",NA
2023,"2SSO10159","2",616,"28-MAR-24","Municipal(Public)",83300,6,22,3,2,1,6,4,3,0,0,"N/A",2,273,30,46,19,3,2,0,100,0,55,18,27,0,0,100,24605,24602,"Lower only",140,14,20,20,33,8,0,0,0,5,100,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,140,37,"2 283009001","Napa Sanitation District Discharge Point 001,    , Napa, CA  ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",140,2,7,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","","Lower Lateral","","None.","Prioritized preventative maintenance and system rehab.",NA
2024,"2SSO10159","2",616,"27-MAR-25","Municipal(Public)",83300,9,21,3,3,7,10,8,2,0,0,"N/A",2,273,30,46,19,3,2,0,100,0,55,18,27,0,0,100,24605,24602,"Lower only",140,14,20,20,33,8,0,0,0,5,100,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,125,51.8,"2 283009001","Napa Sanitation District Discharge Point 001,    , Napa, CA  ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",140,2,7,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","","Lower Lateral","","None. ","Prioritized preventative maintenance and system rehab.",NA
2025,"2SSO10159","2",616,"19-MAR-26","Municipal(Public)",84500,5,17,1,3,3,11,7,7,3,0,"",2,273,30,46,19,3,2,0,100,0,55,18,27,0,0,100,24770,24767,"Lower only",141,14,20,20,33,8,0,0,0,5,100,1,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,125,69,"2 283009001","Napa Sanitation District Discharge Point 001,    , Napa, CA  ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",140,2,7,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","","Gravity Mainline","","N/A","Prioritized preventative maintenance and system rehabilitation to reduce I&I.",NA
2023,"2SSO10161","2",616,"27-MAR-24","Municipal(Public)",101540,2,18,4,2,3,4,4,9,0,0,"N/A ",4,176,51,12,33,4,0,0,100,65,0,35,0,0,0,100,23493,37,"Upper and Lower",2,1,3,4,30,46,16,0,0,0,100,0,0,2,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,105,3,"2SSO10161","North San Mateo County CS, 333  90th Street, Daly City, CA 94015 ","WWTP same agency","","","","","","","","","","Y","N","Westborough Water District","2SSO10665","N","Town of Colma","2SSO10117","","","","","","","","","","",0,0,0,"Y","Y","Fats, Oil and Grease (FOG)","","Gravity Mainline","","None at this time.","Blockages in 2023 were caused by roots (1) remedied with increased maintenance to line segment. Pipe failure (2) with repairs made and boring contractor drilling through our infrastructure (1).",NA
2024,"2SSO10161","2",616,"31-MAR-25","Municipal(Public)",99833,2,18,4,2,2,4,3,10,0,0,"",4,176,51,12,33,4,0,0,100,65,0,35,0,0,0,100,23493,37,"Upper and Lower",2,1,3,4,30,51,16,0,0,0,100,0,0,2,3,65,0,0,0,0,5,0,0,0,0,65,0,0,0,0,0,2,107.2,3,"2SSO10161","North San Mateo County Sanitation District 153 Lake Merced Blvd, Daly City, Ca 94015","WWTP same agency","","","","","","","","","","Y","N","Westborough Water District","2SSO10665","N","Town of Colma","2SSO10117","","","","","","","","","","",0,0,0,"Y","Y","Root Intrusion","","Gravity Mainline","","None","Blockages in 2024 were caused by roots.  Increase sewer main flushing of known troubled areas.  Identify and review segments with root intrusion for CIP project.",NA
2025,"2SSO10161","2",616,"27-MAR-26","Municipal(Public)",101200,5,20,5,3,4,5,2,9,0,0,"",4,176,51,12,33,4,0,0,100,65,0,35,0,0,0,100,23493,37,"Upper and Lower",2,1,3,4,30,51,16,0,0,0,100,0,0,2,3,65,0,0,0,0,5,0,0,0,0,65,0,0,0,0,0,2,85,3,"2 417021001","North San Mateo County Sanitation District WWTP, 153  Lake Merced Boulevard, Daly City, CA 94015 ","WWTP same agency","","","","","","","","","","Y","N","Westborough Water District","2SSO10665","N","Town of Colma","2SSO10117","","","","","","","","","","",0,0,0,"Y","Y","Root Intrusion","","Gravity Mainline","","None","Deficiencies are reviewed, analyzed, and corrected or schedule adjustment according to issue. Identified areas on a CIP Project to improve capacity gravity flow.",NA
2023,"2SSO10162","2",616,"22-DEC-25","Municipal(Public)",56000,3,3,1,1,5,4,2,3,0,0,NA,24,212,64,20,13,3,0,0,100,37,15,46,2,0,0,100,23186,0,"None",0,0,10,22,46,22,0,0,0,0,100,0,28,8,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,20,171,39,"2 215022001","Novato And Ignacio CS, 500  Davidson Street, Novato, CA 94945 ","WWTP same agency","","","","","","","","","","Y","N","Coast Guard Military Housing",NA,"N","College of Marin, Indian Valley Campus",NA,"N","Los Robles Movile Home Park",NA,"","","","","","",NA,58,7,13,"Y","Y","Flow Exceeded Capacity (Separate Collection System Only)","Root Intrusion","Gravity Mainline",NA,NA,"adjust cleaning frequencies, add lines to annual root treatment lists, repaired and replaced manhole covers with locking composite frame and covers. ",NA
2024,"2SSO10162","2",616,"17-DEC-25","Municipal(Public)",56000,1,4,1,1,4,4,2,3,0,0,NA,24,212,64,20,13,3,0,0,100,37,15,46,2,0,0,100,21461,0,"None",0,0,10,22,46,22,0,0,0,0,100,0,14,7,3,0,0,0,0,0,24,0,14,1,0,0,0,0,0,0,15,20,161.3,30.9,"2 215022001","Novato And Ignacio CS, 500  Davidson Street, Novato, CA 94945 ","WWTP same agency","","","","","","","","","","Y","N","Coast Guard Military Housing",NA,"","","","","","","","","","","","",NA,58,7,13,"Y","Y","Flow Exceeded Capacity (Separate Collection System Only)",NA,"Gravity Mainline",NA,"None","Adjust cleaning frequencies, Add lines to annual root treatment list, repaired and replaced manhole covers with locking composite frame and covers. Spot repairs by dig up and by trenchless lining. ",NA
2025,"2SSO10162","2",616,"23-MAR-26","Municipal(Public)",56000,1,4,1,1,4,3,3,3,0,0,NA,24,212,64,20,13,3,0,0,100,37,15,46,2,0,0,100,20138,0,"None",0,0,10,22,46,22,0,0,0,0,100,0,14,7,3,0,0,0,0,0,24,0,14,1,0,0,0,0,0,0,15,20,124.6,47.7,"2 215022001","Novato And Ignacio CS, 500  Davidson Street, Novato, CA 94945 ","WWTP same agency","","","","","","","","","","Y","N","Coast Guard Military Housing",NA,"","","","","","","","","","","","",NA,58,7,13,"Y","Y","Flow Exceeded Capacity (Separate Collection System Only)",NA,"Manhole",NA,"None","Adjust cleaning frequencies, add lines to annual root treatment list, repaired and replaced manhole frame and covers with locking composite frame and covers. Spot repairs by dig-ups and trenchless lining and repairs. ",NA
2024,"2SSO10163","2",616,"11-FEB-25","Municipal(Public)",145085,2,15,0,2,2,6,3,2,0,2,"N/A",3,269,31,47,16,5,1,0,100,38,36,26,0,0,0,100,38455,0,"None",0,9,16,12,7,56,0,0,0,0,100,0,0,1,0,3,0,0,0,0,4,0,1,5,2,0,0,0,0,0,8,0,224.5,121.3,"2SSO10163","Oro Loma Sd CS, 2600  Grant Avenue, San Lorenzo, CA 94580 ","WWTP same agency","","","","","","","","","","Y","N","Castro Valley Sanitary District","2sso10103","N","City of San Leandro (5.9 miles)","2sso10181","","","","","","","","","","N/A",37,3,22,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","N/A","Gravity Mainline","N/A","There are no ongoing spill investigations. All spills receive a root cause analysis immediately to determine if any corrective measures are required.","Point repairs, cleaning frequency adjustments, and line replacements are done on a continuous basis.",NA
2025,"2SSO10163","2",616,"29-JAN-26","Municipal(Public)",145085,1,16,0,2,4,6,3,2,0,2,"N/A",3,268,29,49,16,5,1,0,100,38,36,26,0,0,0,100,38455,0,"None",0,10,16,12,7,55,0,0,0,0,100,0,0,1,0,3,0,0,0,0,4,0,1,5,2,0,0,0,0,0,8,0,223.5,118.4,"2sso10163","Oro Loma Sd CS Grant Avenue San Lorenzo, CA 94580","WWTP same agency","","","","","","","","","","Y","N","Castro Valley Sanitary District","2sso10103","N","City of San Leandro (5.9 miles)","2sso10181","","","","","","","","","","N/A ",37,3,22,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","N/A","Gravity Mainline","N/A","There are no ongoing investigations. A root cause analysis is performed immediately after a spill event to determine what corrective measures are required.","Point repairs, cleaning frequency adjustments, and line replacements are performed on a continuous basis. ",NA
2023,"5SSO11028","5S",616,"04-APR-24","Municipal(Public)",14525,6,17,3,2,12,5,5,0,0,1,"One IBEW Electrical Training Card, one SWRCB Grade 3 WWTP Operator, two C-10 Electrical Contractors License, one PLC Programming and Application Certificate, and numerous SWRCB Water Distribution and Treatment Certificates.  Note: All staff are available to respond to all eight Sewer Districts and CSAs with WDIDs. We formerly divided staff by the percentage of population served in the eight Districts and CSAs resulting in very low numbers for smaller Districts and CSAs and now reporting all staff in all Districts and CSAs resulting in significant increases.",13,102,72,17,9,2,0,0,100,58,32,10,0,0,0,100,0,0,"None",0,0,28,40,19,1,0,0,0,12,100,0,0,2,2,0,0,0,0,0,4,0,9,6,5,0,0,0,0,0,20,0,28,17,"5A31NP00011","LISWA, 600 Sixth Street, Lincoln, CA 95648","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",6,2,2,"Y","Y","Other (specify below)","N/A. No major spills in 2023. Major spills are defined as a Category 1 spill with greater than 50 gallons.","Other (specify below)","N/A. No major spills in 2023. Major spills are defined as a Category 1 spill with greater than 50 gallons.","N/A. No major spills in 2023. Major spills are defined as a Category 1 spill with greater than 50 gallons.","N/A. No major spills in 2023. Major spills are defined as a Category 1 spill with greater than 50 gallons.",NA
2024,"5SSO11028","5S",616,"26-DEC-25","Municipal(Public)",14525,8,22,4,2,11,7,4,0,0,1,"One IBEW electrical training card, one SWRCB grade 3 WWTP operator, 2 C-10 electrical contractor license, one PLC programming and application certificate, and numerous water distribution and treatment certificates. ",28,104,72,17,9,2,0,0,100,29,21,4,46,0,0,100,5558,0,"None",0,0,37,35,18,8,0,0,0,2,100,0,0,2,2,0,0,0,0,0,4,0,9,6,5,0,0,0,0,0,20,0,29,14,"5A31NP00011","LISWA. 600 Sixth Street, Lincoln, CA 95648","WWTP other agency","5A310104011","Placer Cnty SA No 28, ZONE No.6, Sheridan WWTP,   E Street, Sheridan, CA 95486 ","WWTP same agency","","","","","","","N","","","","","","","","","","","","","","","","N/A",6,2,2,"Y","Y","Other (specify below)","N/A. No major spills occurred during this reporting period. ","Other (specify below)","N/A. No major spills occurred during this reporting period. ","None. No major spills occurred during this reporting period. ","N/A. No major spills occurred during this reporting period. ",NA
2025,"5SSO11028","5S",616,"26-MAR-26","Municipal(Public)",14940,8,22,4,2,27,7,5,0,0,1,"one IBEW electrical training card, one SWRCB grade 3 WWTP operator, 2 C-10 electrical contractor licenses, one PLC programming and application certificate, numerous water distribution and treatment certificates ",28,106,67,22,9,2,0,0,100,29,21,4,46,0,0,100,5746,0,"None",0,0,37,35,18,8,0,0,0,2,100,0,0,2,2,0,0,0,0,0,4,3,9,6,5,0,0,0,0,0,23,0,25,12,"5A31NP00011","LISWA. 600 Sixth Street, Lincoln, CA 95648","WWTP other agency","5A310104011","Placer Cnty SA No 28, ZONE No.6, Sheridan WWTP,   E Street, Sheridan, CA 95486 ","WWTP same agency","","","","","","","N","","","","","","","","","","","","","","","","",6,2,2,"Y","Y","Other (specify below)","N/A. No Major Spills in 2025","Other (specify below)","No infrastructure failures in 2025","N/A. No Major Spills in 2025","N/A. No Major Spills in 2025",NA
2023,"2SSO10164","2",616,"02-APR-24","Municipal(Public)",67901,2,8,1,1,3,1,0,0,0,0,"",0,208,30,41,20,7,2,0,100,0,0,0,0,0,0,0,17700,17700,"Lower only",84,2,26,12,13,20,4,7,1,14,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,103,10,"2SSO10164","Palo Alto Regional Water Quality Control Plant; 2501 Embarcadero Way Palo Alto, CA 94303","WWTP same agency","","","","","","","","","","Y","N","City Of Mountain View","2SSO10164","N","City of Los Altos","2SSO10110","N","Town of Los Altos Hills","2SSO10149","N","East Palo Alto Sanitary District","2SSO10129","N","Stanford University","2SSO10165","",92,0,5,"Y","Y","Other (specify below)","There has been various spill causes. Some might include root intrusion, FOG, structural defects, rags, and debris. ","Other (specify below)","Typically lower lateral and some gravity main. ","N/A","Addressing wastewater issues necessitates a multifaceted strategy. Key initiatives include implementing sophisticated wastewater technologies • Repair, rehabilitate, replace, and upgrade system components as needed; • Properly manage, operate and maintain the wastewater collection system; • Cost effectively minimize I/I and provide sufficient system capacity; • Eliminate all preventable overflows in dry and wet weather; • Maintain an effective spill response that reduces overflow impact to public health & the environment; • Analysis and evaluation of historical spills to provide recommendations to reduce future risk; • Identify system blockages due to fats, oil, and grease (FOG) and develop strategies to decrease backups; and • Provide regular training for City of Palo Alto Utility Staff and Contractors in wastewater collection system maintenance, operations, and emergency response. ",NA
2024,"2SSO10164","2",616,"18-NOV-25","Municipal(Public)",67901,2,8,1,1,3,0,0,0,0,0,"",0.1,208,30,41,20,7,2,0,100,0,0,0,0,0,0,0,18157,17807,"Lower only",73,3,26,14,13,20,4,6,1,13,100,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,4,101,7,"2 438011001","Palo Alto Regional Water Quality Control Plant 2501 Embarcadero Way, Palo Alto, CA 94303","WWTP other agency","","","","","","","","","","Y","N","City Of Mountain View","2SSO10164","N","City of Los Altos","2SSO10110","N","Town of Los Altos Hills","2SSO10149","N","East Palo Alto Sanitary District","2SSO10129","N","Stanford University","2SSO10165","",92,0,5,"Y","Y","Other (specify below)","There has been various spill causes. Some might include root intrusion, FOG, structural defects, rags, and debris. ","Other (specify below)","Typically lower lateral and some gravity main. ","N/A","Addressing wastewater issues necessitates a multifaceted strategy. Key initiatives include implementing sophisticated wastewater technologies • Repair, rehabilitate, replace, and upgrade system components as needed; • Properly manage, operate and maintain the wastewater collection system; • Cost effectively minimize I/I and provide sufficient system capacity; • Eliminate all preventable overflows in dry and wet weather; • Maintain an effective spill response that reduces overflow impact to public health & the environment; • Analysis and evaluation of historical spills to provide recommendations to reduce future risk; • Identify system blockages due to fats, oil, and grease (FOG) and develop strategies to decrease backups; and • Provide regular training for City of Palo Alto Utility Staff and Contractors in wastewater collection system maintenance, operations, and emergency response. ",NA
2025,"2SSO10164","2",616,"01-APR-26","Municipal(Public)",67901,2,6,1,1,1,0,0,0,0,0,"",0.3,208,30,41,20,7,2,0,100,0,100,0,0,0,0,100,18167,17821,"Lower only",73,3,26,14,13,20,4,6,1,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,92.7,18.4,"2 438011001 ","Palo Alto Regional Water Quality Control Plant 2501 Embarcadero Way, Palo Alto, CA 94303","WWTP other agency","","","","","","","","","","Y","N","City Of Mountain View","2SSO10111","N","City of Los Altos","2SSO10110","N","Town of Los Altos Hills","2SSO10149","N","East Palo Alto Sanitary District","2SSO10129","","","","",92,0,5,"Y","Y","Other (specify below)","There has been various spill causes. Some might include root intrusion, FOG, structural defects, rags, and debris.","Other (specify below)","Typically lower lateral and some gravity main.","N/A","Addressing wastewater issues necessitates a multifaceted strategy. Key initiatives include: • Implementing advanced wastewater technologies  • Repair, rehabilitate, replace, and upgrade system components  • Properly manage, operate, and maintain the collection system  • Minimize inflow and infiltration (I/I) cost-effectively  • Ensure adequate system capacity  • Eliminate preventable overflows in dry and wet weather  • Maintain effective spill response to protect public health and the environment  • Analyze historical spills to reduce future risks  • Address blockages from fats, oil, and grease (FOG)  • Provide regular training for staff and contractors  • Completed Sewer Collection System Master Plan to guide a 5-year capital improvement program (CIP)  • Implement a 3-year CCTV program to support future CIP prioritization  • Develop a 3-year Lower Sewer Lateral Replacement Program to address high-risk laterals ",NA
2023,"5SSO11029","5S",616,"04-APR-24","Municipal(Public)",1468,6,17,3,2,12,5,5,0,0,1,"One IBEW Electrical Training Card, one SWRCB Grade 3 WWTP Operator, two C-10 Electrical Contractors License, one PLC Programming and Application Certificate, and numerous SWRCB Water Distribution and Treatment Certificates.  Note: All staff are available to respond to all eight Sewer Districts and CSAs with WDIDs. We formerly divided staff by the percentage of population served in the eight Districts and CSAs resulting in very low numbers for smaller Districts and CSAs and now reporting all staff in all Districts and CSAs resulting in significant increases.",1,16,71,20,9,0,0,0,100,100,0,0,0,0,0,100,568,0,"None",0,0,6,51,42,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,1,0,"5SSO11362","SMD No. 2 CS, 3091 County Center Drive, Auburn, CA 95603 ","SSS same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Other (specify below)","N/A. No major SSOs in 2023. Major spills defined as a Category 1 greater than 50 gallons.","Other (specify below)","N/A. No major SSOs in 2023. Major spills defined as a Category 1 greater than 50 gallons.","N/A. No major SSOs in 2023. Major spills defined as a Category 1 greater than 50 gallons.","N/A. No major SSOs in 2023. Major spills defined as a Category 1 greater than 50 gallons.",NA
2024,"5SSO11029","5S",616,"31-MAR-25","Municipal(Public)",1468,8,22,4,2,11,7,4,0,0,1,"One IBEW electrical training card, one SWRCB grade 3 WWTP operator, 2 C-10 electrical contractor license, one PLC programming and application certificate, and numerous water distribution and treatment certificates. ",1,16,71,20,9,0,0,0,100,100,0,0,0,0,0,100,568,0,"None",0,0,7,51,52,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,1,0,"5A310106001","City of Roseville, 2005 Hilltop Circle, Roseville CA 95747","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",21,1,1,"Y","Y","Operator Error (specify below)","3rd party driller operator error occurring during geotechnical investigation.","Other (specify below)","None. Location of major spill is pending upgrades due to the County's 25-year lifecycle pump station R&R PM program.","None. ","No major deficiencies noted for this reporting period. ",NA
2025,"5SSO11029","5S",616,"26-MAR-26","Municipal(Public)",1592,8,22,4,2,27,7,5,0,0,1,"one IBEW electrical training card, one SWRCB grade 3 WWTP operator, 2 C-10 electrical contractor licenses, one PLC programming and application certificate, numerous water distribution and treatment certificates ",1,16,64,25,11,0,0,0,100,100,0,0,0,0,0,100,617,0,"None",0,0,7,51,42,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,2,0,"5A310106001","City of Roseville, 2005 Hilltop Circle, Roseville CA 95747","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Other (specify below)","N/A. No major spills occurred during this reporting period. ","Other (specify below)","N/A. No major spills occurred during this reporting period. ","N/A. No major spills occurred during this reporting period. ","N/A. No major spills occurred during this reporting period. ",NA
2023,"2SSO10165","2",616,"29-MAR-24","Municipal(Public)",59700,7,23,5,5,4,2,2,2,0,0,"",4,192,40,38,17,4,0,0,100,26,1,8,65,0,0,100,19415,48,"None",1,1,13,37,28,15,5,1,0,0,100,0,1,3,2,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,1,96,4,"494006001","Petaluma Ellis Creek Water Recycling Facility,3890 Cypress Petaluma , CA  ","WWTP same agency","","","","","","","","","","Y","N","Penngrove Sanitation Zone","2SSO10195","","","","","","","","","","","","","",31,10,3,"Y","Y","Fats, Oil and Grease (FOG)","Grease and I&I contributed to only SSO for the year. ","Gravity Mainline","","None","Pipeline added to preventative maintenance program for annual cleaning. ",NA
2024,"2SSO10165","2",616,"22-DEC-25","Municipal(Public)",59334,3,29,4,4,4,2,2,2,0,0,"",4,192,40,39,17,4,0,0,100,26,1,8,65,0,0,100,19452,48,"None",0.7,2,13,37,28,14,5,1,0,0,100,0,1,3,2,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,1,65,19.5,"2 494006001","Petaluma Ellis Creek Water Recycling Facility,3890 Cypress Petaluma , CA  ","WWTP same agency","","","","","","","","","","Y","N","Penngrove Sanitation Zone","2SSO10195","","","","","","","","","","","","","",31,10,3,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","","Manhole","","N/A","The City is upgrading/replacing undersized and aging pipelines immediately downstream of recent SSO's.  In addition, the City is actively making strides to reduce I&I into the system.  In addition to the regular pipeline cleaning and inspecting, the city is implementing a smoke testing program and manhole rehabilitation program, as part of implementing its Improvement Action Plan, an important component of the SSMP. ",NA
2025,"2SSO10165","2",616,"30-MAR-26","Municipal(Public)",59314,2,33,6,4,5,5,2,2,0,0,"",3.9,192.1,40,39,17,4,0,0,100,26,1,8,65,0,0,100,19479,48,"None",0.2,2,13,37,28,14,5,1,0,0,100,0,1,3,2,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,1,57.8,15,"494006001","Petaluma Ellis Creek Water Recycling Facility,3890 Cypress Petaluma , CA  ","WWTP same agency","","","","","","","","","","Y","N","Penngrove Sanitation Zone","2SSO10195","","","","","","","","","","","","","",31,10,3,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","Two SSOs were caused by storm events, and one SSO caused by Root intrusion. ","Manhole","","None","Upsized pipeline on Jefferson Street receiving pump station discharge.  This project eliminated SSO occurrences.  Modified notification and pumping set points at C Street pump station to reduce potential for SSOs on Petaluma Blvd. South.  Maria Drive sewer main added to preventative maintenance list and root control list. ",NA
